Categoría;Marca;ID;Producto;Código Interno;Código Barras;Precio Compra;Alicuota IVA;Margen Categoría;Margen Producto;Precio Fijo;Precio Único;Precio Final;Moneda;Stock;Ubicación;Descripción;Proveedor;Imágenes;Oferta;Redondeo;Alto (Cm);Ancho (Cm);Profundidad (Cm);Peso (Kg);Garantia
Placas de video;MSI;209;NVIDIA MSI GT 1030 2GB GDDR4 (USADO) ;;;32.320,00;10,50%;30,00%;40,00%;0,00;SI;50.000,00;$;1,00;;;;;0,00;1.000,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;211;NVIDIA MSI GT 1050TI GAMING X 4GB GDDR5 (USADO) ;;;58.177,12;10,50%;30,00%;40,00%;0,00;SI;90.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;236;NVIDIA MSI GTX 1660 SUPER GAMING X TWIN FROZR 6GB GDDR6 (USADO SIN CAJA) ;;;121.428,57;10,50%;30,00%;40,00%;162.895,93;SI;180.000,00;$;1,00;;;;;0,00;1.000,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;210;NVIDIA MSI GTX 750TI TWIN FROZN 2GB GDDR5 (USADO SIN CAJA) ;;;48.480,93;10,50%;30,00%;40,00%;0,00;SI;75.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;218;NVIDIA MSI RTX 2060 SUPER VENTUS GP EDITION 8GB GDDR6 (USADO SIN CAJA) ;;;141.402,71;10,50%;30,00%;60,00%;0,00;SI;249.999,99;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;219;NVIDIA MSI RTX 2060 SUPER VENTUS GP EDITION 8GB GDDR6 (USADO) ;;;147.058,82;10,50%;30,00%;60,00%;226.244,34;SI;250.000,00;$;5,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;216;NVIDIA MSI RTX 2060 VENTUS GP EDITION 6GB GDDR6 (USADO) ;;;147.058,82;10,50%;30,00%;40,00%;199.095,02;SI;220.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;327;NVIDIA MSI RTX 2070 SUPER VENTUS 8GB GDDR6 (USADO) ;;;192.857,14;0,00%;30,00%;50,00%;0,00;SI;290.000,00;$;1,00;;;;;0,00;1.000,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;225;NVIDIA MSI RTX 3060 TI GAMING Z TRIO 8GB GDDR6 (USADO SIN CAJA) ;;;192.307,69;10,50%;30,00%;60,00%;307.692,31;SI;340.000,00;$;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;224;NVIDIA MSI RTX 3060 TI VENTUS 2X 8GB GDDR6 (USADO) ;;;226.244,34;10,50%;30,00%;40,00%;0,00;SI;349.999,99;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;223;NVIDIA MSI RTX 3060 TI VENTUS 3X 8GB GDDR6 (USADO) ;;;192.307,69;10,50%;30,00%;60,00%;0,00;SI;340.000,00;$;6,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;222;NVIDIA MSI RTX 3060 VENTUS 3X 12GB GDDR6 (USADO) ;;;200.387,85;10,50%;30,00%;40,00%;0,00;SI;310.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;226;NVIDIA MSI RTX 3070 GAMING X TRIO 8GB GDDR6 (USADO) ;;;226.244,34;10,50%;30,00%;60,00%;352.941,18;SI;390.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;227;NVIDIA MSI RTX 3070 TI VENTUS 3X 8GB GDDR6X (USADO) ;;;290.885,59;10,50%;30,00%;40,00%;407.239,82;SI;450.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;252;NVIDIA MSI RTX 3070 VENTUS 3X 8GB GDDR6X (USADO) ;;;260.000,00;10,50%;30,00%;40,00%;343.891,40;SI;380.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;206;RADEON MSI GAMING X RX 5700 XT 8GB GDDR6 (USADO SIN CAJA) ;;;135.746,61;10,50%;30,00%;60,00%;0,00;SI;240.000,01;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;195;RADEON MSI RX 550 AERO ITX 2GB GDDR5 (USADO) ;;;32.320,62;10,50%;30,00%;40,00%;0,00;SI;50.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;197;RADEON MSI RX 570 8GB ARMOR OC GDDR5 (USADO) ;;;77.569,49;10,50%;30,00%;40,00%;0,00;SI;120.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;MSI;201;RADEON MSI RX 580 8GB ARMOR MK2 GDDR5 (USADO) ;;;90.497,74;10,50%;30,00%;40,00%;0,00;SI;140.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;Palit;221;NVIDIA PALIT RTX 2060 SUPER DUAL 8GB GDDR6 (USADO) ;;;149.321,27;10,50%;30,00%;60,00%;217.194,57;SI;240.000,00;$;13,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;Palit;214;NVIDIA PALIT RTX 3050 DUAL 6GB GDDR6 (USADO) ;;;142.210,73;10,50%;30,00%;40,00%;0,00;SI;220.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;Palit;228;NVIDIA PALIT RTX 3070 TI GAMEROCK 8GB GDDR6X (USADO) ;;;352.941,20;10,50%;30,00%;20,00%;0,00;SI;468.000,03;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Fuentes;Performance;303;FUENTE 500W PERFORMANCE ;;;14,66;21,00%;30,00%;30,00%;0,00;SI;23,06;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;Performance;131;GABINETE KIT PERFORMANCE CON FUENTE/TECLADO/MOUSE ;;;42,11;10,50%;30,00%;30,00%;0,00;SI;60,49;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
PC Completa;Performance;284;PC PERFORMANCE AMD RYZEN 5 4600G+8G+SSD240G ;;;0,00;10,50%;40,00%;0,00%;355.013,29;SI;392.289,69;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Monitores;Philips;279;MONITOR PHILIPS 24'' HDMI/VGA 241V8L/77 ;;;129,71;21,00%;30,00%;30,00%;0,00;SI;204,04;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;PNY;213;NVIDIA PNY GTX 1660 SUPER XLR8 GAMING 6GB GDDR6 ;;;146,59;10,50%;30,00%;25,00%;0,00;SI;202,48;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;PNY;220;NVIDIA PNY RTX 2060 SUPER XLR8 GAMING 8GB GDDR6 (USADO) ;;;155.138,98;10,50%;30,00%;40,00%;208.144,80;SI;230.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;PNY;336;NVIDIA PNY RTX 3070 TI XLR8 GAMING 8GB GDDR6 (USADO) ;;;226.666,00;0,00%;30,00%;85,00%;420.000,00;SI;420.000,00;$;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;PNY;231;NVIDIA PNY RTX 3080 TI XLR8 GAMING 12GB GDDR6X (USADO) ;;;361.990,95;10,50%;30,00%;40,00%;0,00;SI;560.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;PNY;298;RAM DDR4 8GB 3000MHZ PNY XLR8 (USADO) ;;;15.000,00;10,50%;30,00%;0,00%;20.814,48;SI;23.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;PNY;299;RAM DDR4 8GB 3200MHZ PNY XLR8 (USADO) ;;;15.000,00;10,50%;30,00%;0,00%;20.814,48;SI;23.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;PNY;249;RAM DDR4 8GB 3200MHZ PNY XLR8 RGB (USADO) ;;;15.513,90;21,00%;30,00%;40,00%;0,00;SI;26.280,55;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;PowerColor;208;NVIDIA POWERCOLOR GT 730K 4GB GDDR3 (USADO SIN CAJA) ;;;22.624,00;10,50%;30,00%;40,00%;0,00;SI;35.000,00;$;1,00;;;;;0,00;1.000,00;0,00;0,00;0,00;0,00;-
Placas de video;PowerColor;204;RADEON POWERCOLOR RX 6600 XT FIGHTER 8GB GDDR6 (USADO) ;;;152.714,93;10,50%;30,00%;50,00%;226.244,34;SI;250.000,00;$;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Fuentes;Redragon;127;FUENTE 500W REDRAGON RGPS 80+ BRONZE (USADO) ;;;29.515,94;21,00%;30,00%;40,00%;0,00;SI;50.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Fuentes;Redragon;123;FUENTE 800W REDRAGON RGPS 80+ BRONZE FULL MODULAR (USADO) ;;;21.116,14;21,00%;30,00%;25,00%;82.644,63;SI;100.000,00;$;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Motherboards;ROG STRIX;334;ASUS AM4 B450 ROG STRIX GAMING II DDR4 (USADO) ;;;100.000,00;0,00%;30,00%;50,00%;0,00;SI;150.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;ROG STRIX;232;NVIDIA ROG STRIX RTX 3080 TI LC 12GB GDDR6X CON REFR. LÍQUIDA (USADO) ;;;350.000,00;10,50%;30,00%;70,00%;651.583,71;SI;720.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;ROG STRIX;198;RADEON ROG STRIX RX 570 8GB GDDR5 (USADO SIN CAJA) ;;;77.569,49;10,50%;30,00%;40,00%;0,00;SI;120.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;ROG STRIX;199;RADEON ROG STRIX RX 570 8GB GDDR5 (USADO) ;;;73.529,41;10,50%;30,00%;60,00%;0,00;SI;130.000,00;$;3,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;ROG STRIX;207;RADEON ROG STRIX RX 5700 XT 8GB GDDR6 (USADO SIN CAJA) ;;;135.746,61;10,50%;30,00%;60,00%;235.294,12;SI;260.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;ROG STRIX;200;RADEON ROG STRIX RX 580 8GB GDDR5 (USADO) ;;;84.841,63;10,50%;30,00%;60,00%;0,00;SI;150.000,00;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;Sentey;136;GABINETE SENTEY GENÉRICO (USADO) ;;;9.696,19;10,50%;30,00%;40,00%;0,00;SI;15.000,01;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;Sentey;135;GABINETE SENTEY X10 (USADO) ;;;25.856,50;10,50%;30,00%;40,00%;0,00;SI;40.000,01;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;Sin Marca;343;RAM DDR4 4GB 2400MHZ SKHYNIX ;;;5.000,00;0,00%;30,00%;0,00%;7.500,00;SI;7.500,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Consola;SONY;233;SONY PLAYSTATION 4 FAT 500GB/ 1 JOYSTICK + 1 JUEGO (USADA SIN CAJA) ;;;174.531,35;21,00%;0,00%;40,00%;0,00;SI;295.656,11;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Consola;SONY;234;SONY PLAYSTATION 4 SLIM 1TB/ 1 JOYSTICK + 8 JUEGOS (USADA CON CAJA) ;;;226.244,34;21,00%;0,00%;40,00%;0,00;SI;383.257,91;$;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;SYX;132;GABINETE SYX EQS10 BLANCO ;;;49,11;10,50%;30,00%;30,00%;0,00;SI;70,55;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;SYX;133;GABINETE SYX EQS11 ;;;45,60;10,50%;30,00%;30,00%;0,00;SI;65,50;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;SYX;134;GABINETE SYX EZQ3 ;;;42,09;10,50%;30,00%;30,00%;0,00;SI;60,46;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;T-FORCE;332;RAM DDR4 8GB 3200MHZ T-FORCE (USADO) ;;;10.000,00;0,00%;30,00%;60,00%;0,00;SI;16.000,00;$;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Coolers;Thermaltake;324;CPU COOLER THERMALTAKE ASTRIA 200 ARGB LIGHTING ;;;38,69;21,00%;30,00%;30,00%;0,00;SI;60,86;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;Thermaltake;323;GABINETE THERMALTAKE H16 MICRO TOWER TG FAN ARGB X3 BLACK C FUENTE 650W 80+ ;;;99,60;10,50%;30,00%;30,00%;0,00;SI;143,08;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;Thermaltake;322;GABINETE THERMALTAKE H16 MICRO TOWER TG FAN ARGB X3 SNOW C FUENTE 650W 80+ ;;;99,60;10,50%;30,00%;30,00%;0,00;SI;143,08;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;Thermaltake;321;GABINETE THERMATAKE THE TOWER 300 MID TOWER TGX3 FAN X2 BLACK ;;;162,36;10,50%;30,00%;30,00%;0,00;SI;233,23;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
General;TP-LINK;141;Adaptador TP-LINK USB a ETH RJ45 UE200 ;;;12,00;10,50%;30,00%;25,00%;0,00;SI;16,58;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
General;TP-LINK;147;Extensor de rango TP-LINK RE200 Doble banda (USADO) ;;;9.696,19;10,50%;30,00%;40,00%;0,00;SI;15.000,01;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Discos Internos SSD;Western Digital;318;SSD M.2 NVME 1TB WESTERN DIGITAL BLACK SN 770 ;;;74,95;10,50%;30,00%;30,00%;0,00;SI;107,67;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Discos Internos SSD;Western Digital;310;SSD M.2 NVME 500GB WESTERN DIGITAL BLACK SN 770 ;;;50,66;10,50%;30,00%;30,00%;0,00;SI;72,77;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Discos Internos SSD;Western Digital;263;SSD M.2 NVME 500GB WESTERN DIGITAL GREEN SN350 ;;;35,70;10,50%;30,00%;30,00%;0,00;SI;51,28;u$s;3,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Placas de video;XFX;194;RADEON XFX HD 6670 1GB GDDR5 (USADO) ;;;32.320,62;10,50%;30,00%;40,00%;0,00;SI;50.000,00;$;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Fuentes;XPG;266;FUENTE 550W ADATA XPG PYLON 80+ BRONZE ;;;48,96;21,00%;30,00%;30,00%;0,00;SI;77,02;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Fuentes;XPG;267;FUENTE 650W ADATA XPG PYLON 80+ BRONZE ;;;54,48;21,00%;30,00%;30,00%;0,00;SI;85,70;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Fuentes;XPG;268;FUENTE 750W ADATA XPG PYLON 80+ BRONZE ;;;65,79;21,00%;30,00%;30,00%;0,00;SI;103,49;u$s;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;XPG;337;GABINETE ADATA XPG INVADER X BFT NEGRO FAN ARGBX5 ;;;143,39;10,50%;30,00%;30,00%;0,00;SI;205,98;u$s;1,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;XPG;319;GABINETE ADATA XPG INVADER X BTF BLANCO FAN ARGBX5 ;;;143,39;10,50%;30,00%;30,00%;0,00;SI;205,98;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;XPG;313;GABINETE ADATA XPG INVADER X MINI BLANCO FAN ARGB X5 ;;;78,96;10,50%;30,00%;30,00%;0,00;SI;113,43;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;XPG;312;GABINETE ADATA XPG INVADER X MINI NEGRO FAN ARGB X5 ;;;76,23;10,50%;30,00%;30,00%;0,00;SI;109,50;u$s;2,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;XPG;264;GABINETE ADATA XPG VALOR AIR PLUS NEGRO FANS ARGBX4 ;;;63,35;10,50%;30,00%;30,00%;0,00;SI;91,01;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Gabinetes;XPG;285;GABINETE ADATA XPG VALOR AIR PLUS NEGRO FANS ARGBX4 ;;;67,14;10,50%;30,00%;30,00%;0,00;SI;96,45;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;XPG;306;RAM DDR4 16GB 3200MHZ ADATA XPG SPECTRX D35G BLACK RGB ;;;33,03;10,50%;30,00%;30,00%;0,00;SI;47,45;u$s;0,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
Memorias;XPG;331;RAM DDR4 8GB 3200MHZ XPG GAMMIX D10 (USADO) ;;;10.000,00;0,00%;30,00%;70,00%;0,00;SI;17.000,00;$;3,00;;;;;0,00;0,00;0,00;0,00;0,00;0,00;-
;;;;;;;;;;;;;;;;;;;;;;;;;
